player_id,player_name,bat_style,bowl_style,field_pos,player_full_name,player_name2,player_image
17800%,SW Billings,Right hand Bat, ,Wicketkeeper,Samuel William Billings,Samuel William,
1449200%,SW Tait,Right hand Bat,Right arm Fast, ,Shaun William Tait,Shaun William,
7400%,Swapnil Singh,Right hand Bat,Slow Left arm Orthodox, ,Swapnil Singh,Swapnil Singh,https://www.espncricinfo.com/cricketers/swapnil-singh-232292
1016900%,SZ Mulani,Left hand Bat,Slow Left arm Orthodox,NULL,Shams Mulani,Shams Mulani,
406300%,T Banton,Right hand Bat, ,Wicketkeeper,Tom Banton,Tom Banton,
1322000%,T Henderson,Right hand Bat,Right arm Fast medium, ,Tyron Henderson,Tyron Henderson,
1156200%,T Kohler-Cadmore,Right hand Bat,Right arm Offbreak,Wicketkeeper,Tom Kohler-Cadmore,Tom Kohler,
1196300%,T Kohli,Right hand Bat,Right arm Medium, ,Taruwar Sushil Kohli,Taruwar Sushil,
3470600%,T Mishra,Right hand Bat,Right arm Fast medium, ,Tanmay Mishra,Tanmay Mishra,
7700%,T Natarajan,Left hand Bat,Left arm Medium, ,Thangarasu Natarajan,Thangarasu Natarajan,
621200%,T Shamsi,Right hand Bat,Left arm Wrist spin, ,Tabraiz Shamsi,Tabraiz Shamsi,
794700%,T Stubbs,Right hand Bat,Right arm Offbreak,Wicketkeeper,Tristan Stubbs,Tristan Stubbs,https://www.espncricinfo.com/cricketers/tristan-stubbs-595978
1253900%,T Taibu,Right hand Bat,Right arm Medium,Wicketkeeper,Tatenda Taibu,Tatenda Taibu,
1320300%,T Thushara,Left hand Bat,Left arm Fast medium, ,Magina Thilan Thushara Mirando,Magina Thilan,
6600%,TA Boult,Right hand Bat,Left arm Fast medium, ,Trent Alexander Boult,Trent Alexander,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Trent%20Boult.png
1069000%,Tanush Kotian,Right hand Bat,Right arm Offbreak,NULL,Tanush Kotian,Tanush Kotian,
1619900%,TD Paine,Right hand Bat,Right arm Medium,Wicketkeeper,Timothy David Paine,Timothy David,
19700%,Tejas Baroka,Right hand Bat,Legbreak Googly, ,Tejas Baroka,Tejas Baroka,
3100%,TG Southee,Right hand Bat,Right arm Medium fast, ,Timothy Grant Southee,Timothy Grant,
655000%,TH David,Right hand Bat,Right arm Offbreak, ,Timothy Hays David,Timothy Hays,
668100%,Tilak Varma,Left hand Bat,Right arm Offbreak, ,Namboori Thakur Tilak Varma,Namboori Thakur,
147100%,TK Curran,Right hand Bat,Right arm Fast medium, ,Thomas Kevin Curran,Thomas Kevin,
631000%,TL Seifert,Right hand Bat, ,Wicketkeeper,Tim Louis Seifert,Tim Louis,
1359500%,TL Suman,Right hand Bat,Right arm Offbreak, ,Tirumalasetti Laxminarayana Suman,Tirumalasetti Laxminarayana,
1265000%,TM Dilshan,Right hand Bat,Right arm Offbreak,Wicketkeeper,Tillakaratne Mudiyanselage Dilshan,Tillakaratne Mudiyanselage,
300%,TM Head,Left hand Bat,Right arm Offbreak,Wicketkeeper,Travis Michael Head,Travis Michael,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Travis%20Head.png
1222100%,TM Srivastava,Left hand Bat,Right arm Medium, ,Tanmay Manoj Srivastava,Tanmay Manoj,
3439200%,TP Sudhindra,Left hand Bat,Right arm Fast, ,Taduri Prakash Chandra Sudhindra,Taduri Prakash,
1645500%,TR Birt,Left hand Bat,Right arm Medium,Occasional Wicketkeeper,Travis Rodney Birt,Travis Rodney,
900%,TS Mills,Right hand Bat,Left arm Fast, ,Tymal Solomon Mills,Tymal Solomon,
414600%,TU Deshpande,Left hand Bat,Right arm Medium, ,Tushar Uday Deshpande,Tushar Uday,
1245400%,U Kaul,Left hand Bat, ,Wicketkeeper,Uday Kaul,Uday Kaul,
3697300%,UA Birla,Right hand Bat,Right arm Medium, ,Udit Alok Birla,Udit Alok,
1583700%,UBT Chand,Right hand Bat,Right arm Offbreak, ,Unmukt Bharat Thakur Chand,Unmukt Bharat,
1232300%,Umar Gul,Right hand Bat,Right arm Fast medium, ,Umar Gul,Umar Gul,
601700%,Umran Malik,Right hand Bat,Right arm Fast, ,Umran Malik,Umran Malik,
4354800%,Urvil Patel,Right hand Bat,NULL,Wicketkeeper,Urvil Mukesh Patel,Urvil Mukesh,
4089500%,UT Khawaja,Left hand Bat,Right arm Medium, ,Usman Tariq Khawaja,Usman Tariq,
31800%,UT Yadav,Right hand Bat,Right arm Fast, ,Umeshkumar Tilak Yadav,Umeshkumar Tilak,
1142900%,V Kaverappa,Right hand Bat,Right arm Fast medium,NULL,Vidhwath Kaverappa,Vidhwath Kaverappa,
33200%,V Kohli,Right hand Bat,Right arm Medium, ,Virat Kohli,Virat Kohli,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Virat%20Kohli.png
1184300%,V Nigam,Right hand Bat,Legbreak,NULL,Vipraj Nigam,Vipraj Nigam,https://www.espncricinfo.com/cricketers/vipraj-nigam-1449074
3460100%,V Pratap Singh,Right hand Bat,Right arm Medium, ,Veer Pratap Singh,Veer Pratap,
1179900%,V Puthur,Right hand Bat,Left arm Wrist spin,NULL,Vignesh Puthur,Vignesh Puthur,https://www.espncricinfo.com/cricketers/vignesh-puthur-1460388
1197500%,V Sehwag,Right hand Bat,Right arm Offbreak, ,Virender Sehwag,Virender Sehwag,
29300%,V Shankar,Right hand Bat,Right arm Medium, ,Vijay Shankar,Vijay Shankar,https://www.espncricinfo.com/cricketers/vijay-shankar-477021
4256600%,V Suryavanshi,Left hand Bat,Slow Left arm Orthodox,NULL,Vaibhav Suryavanshi,Vaibhav Suryavanshi,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Vaibhav%20Suryavanshi.png
1141600%,V Viyaskanth,Right hand Bat,Legbreak,NULL,Vijayakanth Viyaskanth,Vijayakanth Viyaskanth,
688500%,VG Arora,Right hand Bat,Right arm Fast medium, ,Vaibhav Gopal Arora,Vaibhav Gopal,
3832200%,VH Zol,Left hand Bat,Right arm Offbreak, ,Vijay Hari Zol,Vijay Hari,
874800%,Vijaykumar Vyshak,Right hand Bat,Right arm Medium, ,Vijaykumar Vyshak,Vijaykumar Vyshak,
552600%,Virat Singh,Left hand Bat,Legbreak Googly, ,Virat Binod Singh,Virat Binod,
17100%,Vishnu Vinod,Right hand Bat, ,Wicketkeeper,Vishnu Vinod,Vishnu Vinod,https://www.espncricinfo.com/cricketers/vishnu-vinod-732293
952400%,Vivrant Sharma,Left hand Bat,Legbreak Googly, ,Vivrant Sharma,Vivrant Sharma,
24100%,VR Aaron,Right hand Bat,Right arm Fast, ,Varun Raymond Aaron,Varun Raymond,
598600%,VR Iyer,Left hand Bat,Right arm Medium, ,Venkatesh Rajasekaran Iyer,Venkatesh Rajasekaran,
1212700%,VRV Singh,Right hand Bat,Right arm Medium fast, ,Vikram Raj Vir Singh,Vikram Raj,
1325800%,VS Malik,Right hand Bat,Right arm Medium, ,Vikramjeet Singh Malik,Vikramjeet Singh,
1209300%,VS Yeligati,Right hand Bat,Right arm Offbreak, ,Vikrant Shyam Yeligati,Vikrant Shyam,
1200900%,VVS Laxman,Right hand Bat,Right arm Offbreak, ,Vangipurappu Venkata Sai Laxman,Vangipurappu Venkata,
1207100%,VY Mahesh,Right hand Bat,Right arm Medium fast, ,Vijaykumar Yo Mahesh,Vijaykumar Yo,
1193100%,W Jaffer,Right hand Bat,Right arm Offbreak, ,Wasim Jaffer,Wasim Jaffer,
4363800%,W O'Rourke,Right hand Bat,Right arm Fast,Right arm Fast,William Peter O'Rourke,William Peter,
1196100%,WA Mota,Right hand Bat,Right arm Medium, ,Wilkin Arvind Mota,Wilkin Arvind,
61300%,Washington Sundar,Left hand Bat,Right arm Offbreak, ,Washington Sundar,Washington Sundar,https://www.espncricinfo.com/cricketers/washington-sundar-719715
862600%,WD Parnell,Left hand Bat,Left arm Medium fast, ,Wayne Dillon Parnell,Wayne Dillon,
1063000%,WG Jacks,Right hand Bat,Right arm Offbreak,NULL,William George Jacks,William George,
6900%,WP Saha,Right hand Bat, ,Wicketkeeper,Wriddhiman Prasanta Saha,Wriddhiman Prasanta,
1201500%,WPUJC Vaas,Left hand Bat,Left arm Fast medium, ,Warnakulasuriya Patabendige Ushantha Joseph Chaminda Vaas,Warnakulasuriya Patabendige,
3660900%,X Thalaivan Sargunam,Right hand Bat,Right arm Offbreak, ,Xavier Thalaivan Sargunam,Xavier Thalaivan,
4222600%,XC Bartlett,Right hand Bat,Right arm Fast medium,NULL,Xavier Colin Bartlett,Xavier Colin,
3396300%,Y Gnaneswara Rao,Right hand Bat,Right arm Medium, ,Yalaka Gnaneswara Rao,Yalaka Gnaneswara,
1427900%,Y Nagar,Right hand Bat,Right arm Offbreak, ,Yogesh Nagar,Yogesh Nagar,
351800%,Y Prithvi Raj,Left hand Bat,Left arm Medium, ,Prithvi Raj Yarra,Prithvi Raj,
1200800%,Y Venugopal Rao,Right hand Bat,Right arm Offbreak, ,Yalaka Venugopal Rao,Yalaka Venugopal,
1326000%,YA Abdulla,Left hand Bat,Left arm Fast medium, ,Yusuf Adam Abdulla,Yusuf Adam,
717200%,Yash Dayal,Right hand Bat,Left arm Medium fast, ,Yash Dayal,Yash Dayal,https://www.espncricinfo.com/cricketers/yash-dayal-1159720
842500%,Yash Thakur,Right hand Bat,Right arm Fast medium, ,Yash Ravisingh Thakur,Yash Ravisingh,
1332000%,Yashpal Singh,Right hand Bat,Right arm Medium, ,Yashpal Singh,Yashpal Singh,
410400%,YBK Jaiswal,Left hand Bat,Legbreak, ,Yashasvi Bhupendra Kumar Jaiswal,Yashasvi Bhupendra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Yashasvi%20Jaiswal.png
6000%,YK Pathan,Right hand Bat,Right arm Offbreak, ,Yusuf Khan Pathan,Yusuf Khan,
1274600%,Younis Khan,Right hand Bat,"Right arm Medium, Legbreak", ,Mohammad Younis Khan,Mohammad Younis,
1000%,YS Chahal,Right hand Bat,Legbreak Googly, ,Yuzvendra Singh Chahal,Yuzvendra Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Yuzvendra%20Chahal.png
876900%,Yudhvir Singh,Right hand Bat,Right arm Medium fast, ,Yudhvir Singh Charak,Yudhvir Singh,
1500%,Yuvraj Singh,Left hand Bat,Slow Left arm Orthodox, ,Yuvraj Singh,Yuvraj Singh,
864600%,YV Dhull,Right hand Bat,Right arm Offbreak, ,Yash Vijay Dhull,Yash Vijay,
1241400%,YV Takawale,Right hand Bat, ,Wicketkeeper,Yogesh Vijay Takawale,Yogesh Vijay,
18700%,Z Khan,Right hand Bat,Left arm Fast medium, ,Zaheer Khan,Zaheer Khan,
4172600%,Zeeshan Ansari,Right hand Bat,Legbreak Googly,NULL,Zeeshan Ansari,Zeeshan Ansari,https://www.espncricinfo.com/cricketers/zeeshan-ansari-942371
